"","Melanocytic","Transitory","Neural.crest.like","Undifferentiated"
"lib1_AR_T28_1_D6.S329",7.932,6.6359,8.5202,8.7334
"lib1_AR_T28_1_D7.S330",9.167,6.7652,7.9881,9.0175
"lib1_AR_T28_1_D8.S331",7.8243,6.6524,8.7687,8.5538
"lib1_AR_T28_1_D9.S332",8.503,6.7567,7.4857,8.2886
"lib1_AR_T28_1_E10.S345",7.0585,4.9245,6.8803,8.4374
"lib1_AR_T28_1_E11.S346",8.7432,7.119,8.3398,8.6308
"lib1_AR_T28_1_E1.S336",8.514,7.008,9.0018,8.252
"lib1_AR_T28_1_E2.S337",7.5608,6.5464,8.484,8.3505
"lib1_AR_T28_1_E4.S339",9.4801,7.5798,7.7142,8.6985
"lib1_AR_T28_1_E5.S340",9.3001,7.0693,7.9683,8.8985
"lib1_AR_T28_1_E7.S342",8.9423,7.4513,8.7383,8.81
"lib1_AR_T28_1_E8.S343",7.3205,6.8808,7.0179,8.7822
"lib1_AR_T28_1_E9.S344",7.0192,6.6996,8.9235,9.1695
"lib1_AR_T28_1_F10.S357",8.1422,5.9676,7.1676,8.4474
"lib1_AR_T28_1_F11.S358",7.9624,6.9917,7.8002,7.7096
"lib1_AR_T28_1_F12.S359",9.3012,7.7799,8.1757,7.3752
"lib1_AR_T28_1_F1.S348",9.4598,6.8788,8.47,8.606
"lib1_AR_T28_1_F2.S349",8.5137,6.5301,8.7032,8.9504
"lib1_AR_T28_1_F3.S350",8.4607,6.1417,7.7049,7.9226
"lib1_AR_T28_1_F4.S351",8.5607,7.4538,7.8282,8.2136
"lib1_AR_T28_1_F5.S352",10.2537,7.4469,7.8245,8.6955
"lib1_AR_T28_1_F6.S353",8.7129,7.0627,7.1397,8.3394
"lib1_AR_T28_1_F7.S354",7.7832,7.0338,8.2719,8.4308
"lib1_AR_T28_1_F8.S355",8.9504,7.3466,8.9538,8.9772
"lib1_AR_T28_1_F9.S356",9.0471,7.0608,7.9392,7.6399
"lib1_AR_T28_1_G10.S369",7.39,6.1559,9.2748,8.291
"lib1_AR_T28_1_G11.S370",8.2342,8.1573,8.3866,9.0101
"lib1_AR_T28_1_G12.S371",7.4725,6.3184,6.9492,8.7556
"lib1_AR_T28_1_G1.S360",9.2715,7.1694,8.2437,8.1704
"lib1_AR_T28_1_G2.S361",8.772,6.7523,7.1369,8.5226
"lib1_AR_T28_1_G3.S362",8.3994,6.7407,7.5284,7.5311
"lib1_AR_T28_1_G4.S363",7.888,6.3225,8.5002,9.3379
"lib1_AR_T28_1_G5.S364",8.9925,7.064,8.2949,8.8078
"lib1_AR_T28_1_G6.S365",8.4304,6.9187,8.6123,7.3659
"lib1_AR_T28_1_G7.S366",9.1097,7.1982,8.747,7.6432
"lib1_AR_T28_1_G8.S367",8.9291,6.7451,8.2999,7.8986
"lib1_AR_T28_1_G9.S368",8.1112,5.0742,7.3334,10.3154
"lib1_AR_T28_1_H2.S373",8.2501,6.9403,8.3468,8.2035
"lib1_AR_T28_1_H5.S376",8.5377,6.4423,8.5179,8.4184
"lib2_AR_lib2_AR_T28_228_2_C1.S216",7.3436,6.501,8.3443,9.1785
"lib2_AR_lib2_AR_T28_228_2_C2.S217",8.8695,6.4899,7.8731,8.7601
"lib2_AR_lib2_AR_T28_228_2_C4.S219",9.2985,6.6181,7.6838,7.5836
"lib2_AR_lib2_AR_T28_228_2_C6.S221",8.293,6.6343,8.1386,8.6181
"lib2_AR_lib2_AR_T28_228_2_C8.S223",6.6354,4.5187,5.8187,7.5079
"lib2_AR_lib2_AR_T28_228_2_C9.S224",9.6143,6.9101,7.9297,8.0391
"lib2_AR_lib2_AR_T28_228_2_D10.S237",9.3774,6.4141,8.1946,8.3357
"lib2_AR_lib2_AR_T28_228_2_D3.S230",8.3585,6.3937,8.435,8.9991
"lib2_AR_lib2_AR_T28_228_2_D6.S233",8.3691,6.8728,7.9235,8.3481
"lib2_AR_lib2_AR_T28_228_2_D9.S236",7.8168,6.3595,8.9385,8.5031
"lib2_AR_lib2_AR_T28_228_2_E11.S250",8.4638,7.2405,8.7644,8.6053
"lib2_AR_lib2_AR_T28_228_2_E2.S241",7.5347,7.9445,8.8377,8.6588
"lib2_AR_lib2_AR_T28_228_2_E3.S242",7.4262,6.6115,8.5723,8.1329
"lib2_AR_lib2_AR_T28_228_2_E7.S246",8.3026,7.6512,8.7578,7.8313
"lib2_AR_lib2_AR_T28_228_2_E8.S247",8.3878,6.4341,7.3759,8.5875
"lib2_AR_lib2_AR_T28_228_2_F11.S262",7.4747,6.5381,7.8858,8.1425
"lib2_AR_lib2_AR_T28_228_2_F12.S263",7.8682,5.5894,9.5459,8.6285
"lib2_AR_lib2_AR_T28_228_2_F3.S254",9.0919,7.1049,8.4285,8.7527
"lib2_AR_lib2_AR_T28_228_2_F4.S255",8.6674,7.6031,8.4116,8.5484
"lib2_AR_lib2_AR_T28_228_2_F6.S257",7.6407,7.6034,8.6113,8.3619
"lib2_AR_lib2_AR_T28_228_2_G10.S273",8.2297,7.9744,8.9897,7.9527
"lib2_AR_lib2_AR_T28_228_2_G11.S274",8.1336,6.4063,8.0584,8.189
"lib2_AR_lib2_AR_T28_228_2_G6.S269",9.1327,6.4338,7.9205,8.1381
"lib2_AR_lib2_AR_T28_228_2_G7.S270",9.0174,6.6551,7.8386,8.4194
"lib2_AR_T28_2_C5.S220",7.9385,6.9502,8.5849,8.0798
"lib2_AR_T28_2_D5.S232",8.4669,7.1134,7.8706,8.603
"lib2_AR_T28_2_G5.S268",8.6208,6.9372,7.9743,7.72
"Tres_A10.S382",9.0929,7.7414,7.0593,8.4781
"Tres_A11.S112",8.5809,5.8739,8.3448,9.273
"Tres_A12.S104",8.1854,8.388,8.4154,8.1897
"Tres_A1.S310",7.8059,6.7489,8.0415,10.0154
"Tres_A4.S334",8.7671,7.1737,9.2006,8.0068
"Tres_A5.S342",9.0046,8.0825,8.7074,8.932
"Tres_A6.S350",9.4404,7.3731,8.0788,7.6901
"Tres_A7.S358",9.0016,7.1845,9.2885,8.4341
"Tres_A8.S366",8.1765,7.5055,9.1819,8.2022
"Tres_A9.S374",7.8992,7.5916,10.0346,8.0997
"Tres_B10.S383",9.3369,7.8135,8.5192,7.8426
"Tres_B11.S111",8.6779,7.2765,9.4068,9.7718
"Tres_B12.S103",8.1919,7.0056,9.0977,8.7195
"Tres_B1.S311",9.0552,7.4357,8.4293,7.8155
"Tres_B2.S319",7.6799,6.9665,9.3615,9.2363
"Tres_B3.S327",9.467,7.5082,8.6571,7.8735
"Tres_B4.S335",8.3265,7.3725,9.5559,8.5085
"Tres_B5.S343",8.5609,6.9802,8.4667,9.2105
"Tres_B6.S351",8.4812,6.658,9.0386,8.4085
"Tres_B7.S359",7.3709,6.941,10.1788,7.883
"Tres_C10.S384",8.7348,7.7783,7.9427,8.5877
"Tres_C11.S110",8.9962,7.5879,9.0434,7.9229
"Tres_C12.S102",8.348,6.7197,8.3405,8.3859
"Tres_C1.S312",8.4451,7.6607,8.6191,7.9103
"Tres_C2.S320",9.4136,7.0792,7.7879,8.537
"Tres_C3.S328",8.5882,6.8412,9.0663,8.5682
"Tres_C4.S336",9.1193,6.8172,7.2564,8.584
"Tres_C6.S352",8.8114,7.6198,9.3257,8.1432
"Tres_C7.S360",9.5882,7.0142,9.4395,8.2222
"Tres_C8.S368",8.5685,7.1309,8.9874,8.0147
"Tres_C9.S376",7.4607,6.6003,8.1547,8.3533
"Tres_D10.S117",8.7824,7.366,8.6018,8.4458
"Tres_D11.S109",8.667,7.0496,8.2119,8.4685
"Tres_D12.S101",8.8335,6.8892,7.6135,9.1705
"Tres_D1.S313",9.9329,7.6874,8.2601,8.4496
"Tres_D2.S321",8.3847,6.7439,8.7782,8.7842
"Tres_D3.S329",7.9379,6.1294,9.0023,8.4028
"Tres_D5.S345",7.7509,6.8178,7.9059,8.6694
"Tres_D6.S353",8.6983,7.0871,8.6971,8.7246
"Tres_D7.S361",7.5432,6.772,10.6536,8.5621
"Tres_D8.S369",7.6185,5.9618,8.3227,8.4846
"Tres_E10.S116",9.8184,8.4414,8.0693,7.7374
"Tres_E11.S108",8.7133,6.5158,7.7578,8.9733
"Tres_E12.S100",8.4527,7.0148,8.4309,8.5977
"Tres_E1.S314",8.2072,5.9272,8.2386,9.6549
"Tres_E2.S322",9.5806,7.7338,8.3429,8.181
"Tres_E3.S330",8.8915,6.8827,8.7006,8.1166
"Tres_E4.S338",9.1627,6.8734,9.7796,7.6195
"Tres_E5.S346",9.1652,7.4516,7.772,6.5569
"Tres_E6.S354",9.4815,8.0078,8.842,8.086
"Tres_E7.S362",8.1046,7.1276,8.5726,8.0335
"Tres_E8.S370",9.1123,7.0069,8.4732,7.9592
"Tres_E9.S378",8.5916,6.9911,9.7511,8.5772
"Tres_F10.S115",8.0558,5.9193,7.9825,8.5626
"Tres_F11.S107",8.2231,7.4755,8.7861,8.2028
"Tres_F1.S315",9.574,7.4206,8.6226,8.6693
"Tres_F2.S323",8.6252,8.0892,9.6719,8.4811
"Tres_F3.S331",8.8932,7.6881,9.0364,7.8386
"Tres_F5.S347",10.1305,8.689,8.8007,8.518
"Tres_F6.S355",9.0989,7.1714,8.5198,8.7401
"Tres_F7.S363",9.3426,7.3098,8.9647,8.3745
"Tres_F8.S371",7.5098,7.0689,8.0234,8.9167
"Tres_F9.S379",8.4274,6.9003,10.0356,7.972
"Tres_G10.S114",7.9622,7.2484,7.7091,8.1819
"Tres_G11.S106",8.1115,7.8566,8.2826,8.0956
"Tres_G12.S98",9.2086,6.8741,9.1174,8.2506
"Tres_G1.S316",8.3563,7.8189,9.3679,7.6271
"Tres_G2.S324",7.8151,7.1632,8.9717,8.1427
"Tres_G3.S332",9.4982,6.7179,7.9681,8.2766
"Tres_G4.S340",8.155,6.5322,8.2335,8.6977
"Tres_G6.S356",8.564,6.5181,7.5382,8.4634
"Tres_G7.S364",8.8596,7.578,8.8224,8.4884
"Tres_G8.S372",8.668,6.599,7.7017,8.4324
"Tres_G9.S380",9.3578,7.6231,8.3097,8.4599
"Tres_H10.S113",9.2385,6.7609,7.9912,8.9832
"Tres_H11.S105",8.3716,6.6132,8.0843,8.7036
"Tres_H12.S97",7.3198,6.036,7.6362,8.3837
"Tres_H1.S317",8.4688,7.7482,8.5289,8.4627
"Tres_H2.S325",8.2558,7.8032,8.429,8.0777
"Tres_H3.S333",8.1335,6.3963,8.6171,8.0693
"Tres_H5.S349",8.98,7.0101,8.2568,9.0368
"Tres_H8.S373",8.2108,7.2249,9.8406,8.6115
"Tres_H9.S381",8.0015,6.0519,9.3953,8.5712
"Tres_A11.S273",8.4858,7.2767,8.6778,9.2144
"Tres_A14.S265",8.4261,7.1125,10.3963,8.4643
"Tres_A4.S217",8.6707,6.9806,9.037,8.1516
"Tres_A6.S233",8.5894,7.542,8.7462,8.5536
"Tres_A7.S241",7.697,7.3648,9.1011,8.4702
"Tres_A8.S249",7.5639,6.1333,9.5492,8.4089
"Tres_B11.S274",8.3833,7.9833,8.8748,8.7457
"Tres_B12.S282",8.7569,6.7646,8.8237,8.5817
"Tres_B14.S266",7.4684,6.4235,8.689,8.5662
"Tres_B1.S194",9.3138,7.1773,8.601,8.3063
"Tres_B3.S210",8.0741,7.3495,9.5202,8.7182
"Tres_B4.S218",7.7123,7.4752,9.659,9.0731
"Tres_B6.S234",9.6588,7.6753,8.4966,8.5234
"Tres_B7.S242",8.0598,7.0421,8.2429,8.3031
"Tres_C14.S267",8.9321,7.9865,8.6712,7.5916
"Tres_C1.S195",8.9745,8.5393,8.1837,8.052
"Tres_C3.S211",10.2044,7.7445,8.1706,8.9263
"Tres_C4.S219",8.4819,6.3437,7.5734,9.1186
"Tres_C5.S227",8.15,8.1496,8.9014,8.4308
"Tres_C6.S235",8.7485,6.7514,7.6728,9.0663
"Tres_C7.S243",8.5005,7.4308,8.2551,9.1275
"Tres_C8.S251",8.8812,7.2301,8.0671,8.4871
"Tres_C9.S259",8.1391,7.1967,8.8893,9.2252
"Tres_D11.S276",8.9744,7.9508,8.0361,8.6679
"Tres_D12.S284",7.7205,7.6643,7.886,8.5713
"Tres_D14.S268",8.9214,7.0992,8.2004,7.8821
"Tres_D1.S196",9.4343,8.2225,10.3912,7.5319
"Tres_D3.S212",8.5702,7.4267,8.9726,9.2749
"Tres_D4.S220",8.8318,8.507,9.3754,8.541
"Tres_D5.S228",8.0136,6.6808,9.026,8.0387
"Tres_D6.S236",8.2916,7.0013,9.2313,9.2077
"Tres_D7.S244",8.3766,7.4572,8.5504,7.7818
"Tres_D8.S252",7.3447,7.3484,7.9682,9.2321
"Tres_E11.S277",9.1726,6.6354,8.0681,8.5499
"Tres_E12.S285",7.6551,5.828,10.5776,9.7645
"Tres_E1.S197",9.3698,7.404,8.5902,8.7505
"Tres_E3.S213",8.9847,7.6426,9.3784,8.3484
"Tres_E4.S221",8.2347,7.5693,9.0543,8.3528
"Tres_E5.S229",8.2507,8.4269,8.898,8.4484
"Tres_E6.S237",8.1514,8.0543,9.7073,8.4291
"Tres_E7.S245",9.6275,6.7821,8.0635,8.5694
"Tres_E8.S253",9.285,7.0344,8.8343,7.8121
"Tres_E9.S261",8.383,7.0681,8.9659,8.2008
"Tres_F11.S278",9.0064,6.6421,8.1792,8.4121
"Tres_F12.S286",9.1776,8.4107,8.971,9.0571
"Tres_F14.S270",9.2293,7.7962,9.2378,8.8248
"Tres_F1.S198",8.478,7.597,8.273,7.44
"Tres_F4.S222",8.3956,7.956,8.9467,9.1077
"Tres_F6.S238",8.7429,8.0076,8.5407,8.4546
"Tres_F7.S246",8.7966,6.4948,6.9272,8.1827
"Tres_F8.S254",8.6581,5.4347,10.6374,8.5465
"Tres_F9.S262",9.0426,7.4389,7.7173,7.8667
"Tres_G1.S199",8.2516,7.3267,8.2609,8.3499
"Tres_G3.S215",7.4129,6.3335,8.451,9.3221
"Tres_G5.S231",9.2816,7.442,8.8352,8.7177
"Tres_G6.S239",8.8031,6.4428,9.6026,7.6605
"Tres_G7.S247",9.2678,8.2233,8.788,8.0327
"Tres_G8.S255",9.3391,8.0761,8.9383,8.7279
"Tres_G9.S263",9.1534,7.9805,7.8763,8.0827
"Tres_H11.S280",8.7064,6.7754,8.7638,8.4093
"Tres_H14.S272",9.0845,7.4387,8.8914,7.7461
"Tres_H2.S208",8.2081,7.0186,9.6096,9.1227
"Tres_H4.S224",8.8082,8.0356,8.1157,7.7454
"Tres_H6.S240",8.6147,7.649,8.9817,8.9672
"Tres_H9.S264",9.1326,7.3872,8.078,8.7262
